,country,location_name,region,latitude,longitude,timezone,last_updated,temperature_celsius,condition_text,pressure_mb,humidity,altitude
,India,Kheda,Gujarat,22.75,72.68,Asia/Kolkata,2023-08-29 10:45,30.0,Partly cloudy,1008.0,70,20.0
,India,Dadra,Dadra and Nagar Haveli,20.32,72.97,Asia/Kolkata,2023-08-29 10:45,28.3,Patchy rain possible,1009.0,71,39.0
,India,Krishna,Andhra Pradesh,16.17,81.13,Asia/Kolkata,2023-08-29 10:45,33.0,Partly cloudy,1007.0,63,6.0
,India,East Godavari,Andhra Pradesh,16.93,82.22,Asia/Kolkata,2023-08-29 10:45,33.8,Sunny,1006.0,44,4.0
,India,Visakhapatnam,Andhra Pradesh,17.7,83.3,Asia/Kolkata,2023-08-29 10:45,32.0,Partly cloudy,1006.0,54,16.0
,India,Nellore,Andhra Pradesh,14.43,79.97,Asia/Kolkata,2023-08-29 10:45,35.3,Patchy rain possible,1007.0,40,20.0
,India,Chittoor,Andhra Pradesh,13.2,79.12,Asia/Kolkata,2023-08-29 10:45,32.2,Partly cloudy,1009.0,48,327.0
,India,Srikakulam,Andhra Pradesh,18.3,83.9,Asia/Kolkata,2023-08-29 10:45,32.7,Sunny,1006.0,51,17.0
,India,Kurnool,Andhra Pradesh,15.83,78.05,Asia/Kolkata,2023-08-29 10:45,30.9,Partly cloudy,1009.0,50,289.0
,India,Guntur,Andhra Pradesh,16.3,80.45,Asia/Kolkata,2023-08-29 10:45,33.0,Partly cloudy,1007.0,63,31.0
,India,Vizianagaram,Andhra Pradesh,18.12,83.42,Asia/Kolkata,2023-08-29 10:45,33.3,Sunny,1006.0,46,64.0
,India,Anantapur,Andhra Pradesh,14.68,77.6,Asia/Kolkata,2023-08-29 10:45,31.0,Sunny,1009.0,45,348.0
,India,West Godavari,Andhra Pradesh,16.7,81.1,Asia/Kolkata,2023-08-29 10:45,33.0,Partly cloudy,1007.0,63,16.0
,India,Kadapa,Andhra Pradesh,14.47,78.82,Asia/Kolkata,2023-08-29 10:45,32.0,Partly cloudy,1009.0,49,131.0
,India,Jamtara,Jharkhand,23.95,86.8,Asia/Kolkata,2023-08-29 10:45,33.0,Sunny,1005.0,47,188.0
,India,Saraikela,Jharkhand,22.72,85.95,Asia/Kolkata,2023-08-29 10:45,34.0,Mist,1005.0,53,183.0
,India,Simdega,Jharkhand,22.62,84.52,Asia/Kolkata,2023-08-29 10:45,32.0,Mist,1007.0,67,434.0
,India,Latehar,Jharkhand,23.75,84.5,Asia/Kolkata,2023-08-29 10:45,30.9,Sunny,1006.0,56,380.0
,India,Khunti,Jharkhand,23.08,85.28,Asia/Kolkata,2023-08-29 10:45,30.0,Mist,1010.0,62,639.0
,India,Hazaribagh,Jharkhand,23.98,85.35,Asia/Kolkata,2023-08-29 10:45,28.9,Patchy rain possible,1007.0,54,600.0
,India,Chatra,Jharkhand,24.22,84.87,Asia/Kolkata,2023-08-29 10:45,32.0,Mist,1006.0,67,411.0
,India,Kodarma,Jharkhand,24.43,85.52,Asia/Kolkata,2023-08-29 10:45,30.6,Sunny,1006.0,54,397.0
,India,Giridih,Jharkhand,24.18,86.3,Asia/Kolkata,2023-08-29 10:45,31.3,Sunny,1006.0,52,294.0
,India,Lohardaga,Jharkhand,23.43,84.68,Asia/Kolkata,2023-08-29 10:45,28.0,Sunny,1007.0,54,662.0
,India,Sahibganj,Jharkhand,25.25,87.65,Asia/Kolkata,2023-08-29 10:45,32.2,Sunny,1005.0,56,22.0
,India,Godda,Jharkhand,24.83,87.22,Asia/Kolkata,2023-08-29 10:45,32.9,Sunny,1005.0,52,84.0
,India,Dhanbad,Jharkhand,23.8,86.45,Asia/Kolkata,2023-08-29 10:45,32.5,Sunny,1005.0,47,235.0
,India,Dumka,Jharkhand,24.27,87.25,Asia/Kolkata,2023-08-29 10:45,32.8,Sunny,1005.0,51,145.0
,India,Bokaro,Jharkhand,23.78,85.97,Asia/Kolkata,2023-08-29 10:45,31.6,Sunny,1006.0,51,230.0
,India,Deoghar,Jharkhand,24.48,86.7,Asia/Kolkata,2023-08-29 10:45,31.5,Sunny,1005.0,52,253.0
,India,Gumla,Chhattisgarh,23.05,84.55,Asia/Kolkata,2023-08-29 10:45,28.9,Sunny,1007.0,53,634.0
,India,Ramgarh,Jharkhand,23.63,85.52,Asia/Kolkata,2023-08-29 10:45,30.0,Mist,1010.0,62,332.0
,India,Garhwa,Uttar Pradesh,24.73,83.22,Asia/Kolkata,2023-08-29 10:45,28.0,Sunny,1007.0,64,314.0
,India,Ranchi,Jharkhand,23.35,85.33,Asia/Kolkata,2023-08-29 10:45,30.0,Mist,1010.0,62,636.0
,India,Arwal,Bihar,25.25,84.68,Asia/Kolkata,2023-08-29 10:45,34.0,Mist,1004.0,71,73.0
,India,Bhagalpur,Bihar,25.25,87.0,Asia/Kolkata,2023-08-29 10:45,33.2,Sunny,1004.0,52,53.0
,India,Purnia,Bihar,25.78,87.47,Asia/Kolkata,2023-08-29 10:45,32.6,Sunny,1004.0,55,42.0
,India,Kishanganj,West Bengal,26.12,87.93,Asia/Kolkata,2023-08-29 10:45,32.8,Sunny,1004.0,57,47.0
,India,Gaya,Bihar,24.78,85.0,Asia/Kolkata,2023-08-29 10:45,32.0,Mist,1006.0,67,153.0
,India,Banka,Bihar,24.88,86.92,Asia/Kolkata,2023-08-29 10:45,32.9,Sunny,1005.0,52,82.0
,India,Aurangabad,Maharashtra,19.88,75.33,Asia/Kolkata,2023-08-29 10:45,26.6,Partly cloudy,1010.0,62,571.0
,India,Nawada,Bihar,24.88,85.53,Asia/Kolkata,2023-08-29 10:45,33.2,Sunny,1005.0,50,88.0
,India,Araria,Bihar,26.15,87.52,Asia/Kolkata,2023-08-29 10:45,32.1,Sunny,1004.0,60,53.0
,India,Muzaffarpur,Bihar,26.12,85.4,Asia/Kolkata,2023-08-29 10:45,32.5,Sunny,1004.0,56,58.0
,India,Saran,Bihar,24.48,86.3,Asia/Kolkata,2023-08-29 10:45,31.3,Sunny,1006.0,52,344.0
,India,Sheikhpura,Jammu and Kashmir,34.33,74.23,Asia/Kolkata,2023-08-29 10:45,22.8,Sunny,1010.0,45,1718.0
,India,Saharsa,Bihar,25.88,86.6,Asia/Kolkata,2023-08-29 10:45,32.9,Patchy rain possible,1004.0,54,45.0
,India,Gopalganj,Bihar,26.47,84.43,Asia/Kolkata,2023-08-29 10:45,31.9,Patchy rain possible,1004.0,59,67.0
,India,Siwan,Bihar,26.22,84.37,Asia/Kolkata,2023-08-29 10:45,32.7,Patchy rain possible,1004.0,56,66.0
,India,Sheohar,Bihar,26.52,85.3,Asia/Kolkata,2023-08-29 10:45,32.3,Patchy rain possible,1004.0,58,61.0
,India,Buxar,Bihar,25.58,83.98,Asia/Kolkata,2023-08-29 10:45,32.5,Sunny,1005.0,53,65.0
,India,Madhubani,Bihar,26.37,86.08,Asia/Kolkata,2023-08-29 10:45,32.4,Patchy rain possible,1004.0,54,59.0
,India,Supaul,Bihar,26.12,86.6,Asia/Kolkata,2023-08-29 10:45,32.9,Patchy rain possible,1004.0,54,52.0
,India,Patna,Bihar,25.6,85.12,Asia/Kolkata,2023-08-29 10:45,34.0,Mist,1004.0,71,59.0
,India,Bhojpur,Orissa,21.65,84.4,Asia/Kolkata,2023-08-29 10:45,32.0,Mist,1007.0,67,279.0
,India,Darbhanga,Bihar,26.17,85.9,Asia/Kolkata,2023-08-29 10:45,32.4,Patchy rain possible,1004.0,56,54.0
,India,Samastipur,Bihar,25.85,85.78,Asia/Kolkata,2023-08-29 10:45,32.8,Sunny,1004.0,54,46.0
,India,Bhabua,Bihar,25.05,83.62,Asia/Kolkata,2023-08-29 10:45,32.2,Sunny,1005.0,52,81.0
,India,Khagaria,Bihar,25.5,86.48,Asia/Kolkata,2023-08-29 10:45,32.9,Sunny,1005.0,52,31.0
,India,Munger,Bihar,25.38,86.47,Asia/Kolkata,2023-08-29 10:45,33.1,Sunny,1005.0,52,49.0
,India,Sitamarhi,Bihar,26.6,85.48,Asia/Kolkata,2023-08-29 10:45,32.3,Patchy rain possible,1004.0,58,63.0
,India,Lakhisarai,Bihar,25.18,86.08,Asia/Kolkata,2023-08-29 10:45,33.2,Sunny,1005.0,52,43.0
,India,Jamui,Bihar,24.92,86.22,Asia/Kolkata,2023-08-29 10:45,32.5,Sunny,1005.0,53,83.0
,India,Begusarai,Bihar,25.42,86.13,Asia/Kolkata,2023-08-29 10:45,33.2,Sunny,1005.0,52,44.0
,India,Katihar,Bihar,25.53,87.58,Asia/Kolkata,2023-08-29 10:45,33.0,Sunny,1004.0,54,32.0
,India,Gurgaon,Haryana,28.47,77.03,Asia/Kolkata,2023-08-29 10:45,31.0,Mist,1006.0,63,226.0
,India,Yamunanagar,Haryana,30.1,77.28,Asia/Kolkata,2023-08-29 10:45,30.5,Sunny,1005.0,62,271.0
,India,Palwal,Haryana,28.15,77.33,Asia/Kolkata,2023-08-29 10:45,33.0,Sunny,1005.0,46,195.0
,India,Jhajjar,Haryana,28.62,76.65,Asia/Kolkata,2023-08-29 10:45,31.0,Mist,1006.0,63,216.0
,India,Bhiwani,Haryana,28.78,76.13,Asia/Kolkata,2023-08-29 10:45,34.0,Sunny,1005.0,42,216.0
,India,Kaithal,Haryana,29.8,76.38,Asia/Kolkata,2023-08-29 10:45,33.7,Sunny,1005.0,45,237.0
,India,Sonipat,Haryana,28.98,77.02,Asia/Kolkata,2023-08-29 10:45,31.0,Mist,1006.0,63,226.0
,India,Karnal,Haryana,29.68,76.98,Asia/Kolkata,2023-08-29 10:45,32.5,Sunny,1005.0,52,248.0
,India,Jind,Haryana,29.32,76.32,Asia/Kolkata,2023-08-29 10:45,34.3,Sunny,1005.0,41,226.0
,India,Panipat,Haryana,29.39,76.97,Asia/Kolkata,2023-08-29 10:45,33.1,Sunny,1005.0,47,238.0
,India,Mahendragarh,Haryana,28.28,76.15,Asia/Kolkata,2023-08-29 10:45,33.2,Sunny,1005.0,43,268.0
,India,Fatehabad,Haryana,29.52,75.45,Asia/Kolkata,2023-08-29 10:45,35.1,Sunny,1004.0,39,215.0
,India,Faridabad,Haryana,28.43,77.32,Asia/Kolkata,2023-08-29 10:45,31.0,Mist,1006.0,63,207.0
,India,Sirsa,Haryana,29.53,75.02,Asia/Kolkata,2023-08-29 10:45,35.1,Sunny,1004.0,39,205.0
,India,Hisar,Haryana,29.17,75.72,Asia/Kolkata,2023-08-29 10:45,34.7,Sunny,1004.0,40,211.0
,India,Rewari,Haryana,28.18,76.62,Asia/Kolkata,2023-08-29 10:45,33.1,Sunny,1005.0,44,247.0
,India,Rohtak,Haryana,28.9,76.57,Asia/Kolkata,2023-08-29 10:45,33.9,Sunny,1005.0,42,222.0
,India,Ambala,Haryana,30.38,76.78,Asia/Kolkata,2023-08-29 10:45,31.5,Sunny,1005.0,56,272.0
,India,Chandigarh,Chandigarh,30.74,76.79,Asia/Kolkata,2023-08-29 10:45,30.1,Sunny,1006.0,56,353.0
,India,Goa,Goa,15.4,73.8,Asia/Kolkata,2023-08-29 10:45,27.4,Patchy rain possible,1010.0,73,62.0
,India,Arong,Andaman and Nicobar Islands,9.17,92.72,Asia/Kolkata,2023-08-29 10:45,27.8,Light rain shower,1009.0,80,0.0
,India,Siang,Chhattisgarh,22.6,83.05,Asia/Kolkata,2023-08-29 10:45,29.0,Sunny,1007.0,54,398.0
,India,Upper Tirupati,Andhra Pradesh,13.68,79.35,Asia/Kolkata,2023-08-29 10:45,32.0,Partly cloudy,1009.0,53,871.0
,India,Tawang,Arunachal Pradesh,27.58,91.87,Asia/Kolkata,2023-08-29 10:45,12.0,Patchy rain possible,1009.0,72,2706.0
,India,Goalpara,Assam,26.17,90.62,Asia/Kolkata,2023-08-29 10:45,30.9,Patchy rain possible,1004.0,69,40.0
,India,Nalbari,Assam,26.42,91.43,Asia/Kolkata,2023-08-29 10:45,30.0,Mist,1005.0,79,52.0
,India,Dhubri,Assam,26.03,89.97,Asia/Kolkata,2023-08-29 10:45,31.8,Patchy rain possible,1004.0,63,34.0
,India,Karimganj,Assam,24.87,92.35,Asia/Dhaka,2023-08-29 11:15,32.0,Sunny,1003.0,66,18.0
,India,Tinsukia,Assam,27.5,95.37,Asia/Kolkata,2023-08-29 10:45,30.0,Mist,1005.0,75,123.0
,India,Hailakandi,Assam,24.68,92.57,Asia/Kolkata,2023-08-29 10:45,28.9,Patchy rain possible,1004.0,75,20.0
,India,Dhemaji,Assam,27.48,94.58,Asia/Kolkata,2023-08-29 10:45,30.0,Mist,1005.0,75,101.0
,India,Lakhimpur,Uttar Pradesh,27.95,80.77,Asia/Kolkata,2023-08-29 10:45,31.9,Patchy rain possible,1004.0,56,149.0
,India,Bongaigaon,Assam,26.47,90.57,Asia/Kolkata,2023-08-29 10:45,30.9,Patchy rain possible,1004.0,69,121.0
,India,Baksa Duar,West Bengal,26.75,89.58,Asia/Kolkata,2023-08-29 10:45,24.4,Partly cloudy,1007.0,73,620.0
,India,Nagaon,Maharashtra,17.47,73.62,Asia/Kolkata,2023-08-29 10:45,28.7,Cloudy,1010.0,72,60.0
,India,Darrang,Assam,26.63,92.8,Asia/Kolkata,2023-08-29 10:45,28.8,Light rain shower,1005.0,78,72.0
,India,Dibrugarh,Assam,27.48,94.9,Asia/Kolkata,2023-08-29 10:45,30.0,Mist,1005.0,75,105.0
,India,Barpeta,Assam,26.32,91.0,Asia/Kolkata,2023-08-29 10:45,30.9,Patchy rain possible,1004.0,69,41.0
,India,Udalguri,Assam,26.77,92.13,Asia/Kolkata,2023-08-29 10:45,29.2,Patchy rain possible,1005.0,74,110.0
,India,Golaghat,Assam,26.52,93.97,Asia/Kolkata,2023-08-29 10:45,29.0,Patchy rain possible,1005.0,75,98.0
,India,Kokrajhar,Assam,26.4,90.27,Asia/Kolkata,2023-08-29 10:45,30.9,Patchy rain possible,1004.0,69,48.0
,India,Jorhat,Assam,26.75,94.22,Asia/Kolkata,2023-08-29 10:45,30.0,Mist,1005.0,84,92.0
,India,Yanam,Andhra Pradesh,16.73,82.22,Asia/Kolkata,2023-08-29 10:45,33.8,Sunny,1006.0,44,5.0
,India,Karaikal,Puducherry,10.92,79.83,Asia/Kolkata,2023-08-29 10:45,30.2,Light rain shower,1009.0,66,7.0
,India,Puducherry,Puducherry,11.93,79.83,Asia/Kolkata,2023-08-29 10:45,30.9,Partly cloudy,1008.0,61,8.0
,India,Mahe,Kerala,11.7,75.53,Asia/Kolkata,2023-08-29 10:45,29.9,Partly cloudy,1010.0,64,0.0
,India,Lunglei,Mizoram,22.88,92.73,Asia/Kolkata,2023-08-29 10:45,32.4,Partly cloudy,1004.0,54,712.0
,India,Lawngtlai,Mizoram,22.53,92.9,Asia/Kolkata,2023-08-29 10:45,31.9,Partly cloudy,1004.0,57,768.0
,India,Saiha,Mizoram,22.48,92.97,Asia/Kolkata,2023-08-29 10:45,31.9,Partly cloudy,1004.0,57,566.0
,India,Serchhip,Mizoram,23.3,92.83,Asia/Kolkata,2023-08-29 10:45,32.4,Partly cloudy,1004.0,54,970.0
,India,Aizawl,Mizoram,23.72,92.72,Asia/Kolkata,2023-08-29 10:45,28.3,Partly cloudy,1005.0,55,1065.0
,India,Mamit,Mizoram,23.93,92.48,Asia/Kolkata,2023-08-29 10:45,28.3,Partly cloudy,1005.0,55,533.0
,India,Chandel,Goa,15.73,73.88,Asia/Kolkata,2023-08-29 10:45,27.7,Partly cloudy,1010.0,72,138.0
,India,Tamenglong,Manipur,24.97,93.55,Asia/Kolkata,2023-08-29 10:45,29.0,Mist,1009.0,79,541.0
,India,Ukhrul,Manipur,25.12,94.37,Asia/Kolkata,2023-08-29 10:45,23.7,Partly cloudy,1006.0,59,1766.0
,India,Bishnupur,West Bengal,22.38,88.27,Asia/Kolkata,2023-08-29 10:45,34.0,Mist,1004.0,60,5.0
,India,Churachandpur,Manipur,24.33,93.67,Asia/Kolkata,2023-08-29 10:45,29.0,Mist,1009.0,79,927.0
,India,Thoubal,Manipur,24.63,94.02,Asia/Kolkata,2023-08-29 10:45,29.0,Mist,1009.0,79,774.0
,India,Imphal,Manipur,24.82,93.95,Asia/Kolkata,2023-08-29 10:45,29.0,Mist,1009.0,79,781.0
,India,Kangpokpi,Manipur,25.13,93.97,Asia/Kolkata,2023-08-29 10:45,29.0,Mist,1009.0,79,1008.0
,India,Mon,Nagaland,26.75,95.1,Asia/Kolkata,2023-08-29 10:45,29.2,Patchy rain possible,1005.0,73,625.0
,India,Tuensang,Nagaland,26.28,94.83,Asia/Kolkata,2023-08-29 10:45,27.0,Patchy rain possible,1006.0,74,864.0
,India,Mokokchung,Nagaland,26.33,94.53,Asia/Kolkata,2023-08-29 10:45,27.0,Patchy rain possible,1006.0,74,1330.0
,India,Phek,Manipur,25.67,94.5,Asia/Kolkata,2023-08-29 10:45,26.7,Sunny,1006.0,57,1623.0
,India,Kohima,Nagaland,25.67,94.12,Asia/Kolkata,2023-08-29 10:45,29.6,Patchy rain possible,1005.0,75,1458.0
,India,Wokha,Nagaland,26.1,94.27,Asia/Kolkata,2023-08-29 10:45,24.6,Patchy rain possible,1005.0,67,1618.0
,India,Zunheboto,Nagaland,25.97,94.52,Asia/Kolkata,2023-08-29 10:45,23.8,Partly cloudy,1007.0,61,1442.0
,India,Dimapur,Assam,25.9,93.73,Asia/Kolkata,2023-08-29 10:45,29.6,Patchy rain possible,1005.0,75,147.0
,India,Khowai,Tripura,24.1,91.63,Asia/Dhaka,2023-08-29 11:15,33.0,Mist,1004.0,67,32.0
,India,Dharmanagar,Tripura,24.37,92.17,Asia/Kolkata,2023-08-29 10:45,31.4,Sunny,1005.0,66,26.0
,India,Dhalai,Assam,24.6,92.83,Asia/Kolkata,2023-08-29 10:45,30.4,Patchy rain possible,1004.0,75,52.0
,India,Nandi Hills,Karnataka,13.33,77.65,Asia/Kolkata,2023-08-29 10:45,26.0,Partly cloudy,1015.0,58,952.0
,India,Bastar,Chhattisgarh,19.2,81.93,Asia/Kolkata,2023-08-29 10:45,28.4,Sunny,1008.0,58,555.0
,India,Mungeli,Chhattisgarh,22.07,81.68,Asia/Kolkata,2023-08-29 10:45,30.5,Sunny,1007.0,52,281.0
,India,Gariaband,Chhattisgarh,20.64,82.06,Asia/Kolkata,2023-08-29 10:45,29.8,Sunny,1007.0,55,339.0
,India,Sukma,Chhattisgarh,18.4,81.67,Asia/Kolkata,2023-08-29 10:45,30.8,Sunny,1008.0,61,205.0
,India,Kanker,Chhattisgarh,20.27,81.49,Asia/Kolkata,2023-08-29 10:45,29.5,Sunny,1007.0,58,398.0
,India,Surguja,Chhattisgarh,23.12,83.2,Asia/Kolkata,2023-08-29 10:45,28.7,Sunny,1007.0,58,597.0
,India,Balrampur,Uttar Pradesh,27.43,82.18,Asia/Kolkata,2023-08-29 10:45,32.1,Patchy rain possible,1004.0,58,109.0
,India,Kondagaon,Chhattisgarh,19.6,81.67,Asia/Kolkata,2023-08-29 10:45,28.4,Partly cloudy,1008.0,56,586.0
,India,Narayanpur,Rajasthan,26.37,76.63,Asia/Kolkata,2023-08-29 10:45,30.4,Sunny,1006.0,56,260.0
,India,Durg,Chhattisgarh,21.18,81.28,Asia/Kolkata,2023-08-29 10:45,30.3,Sunny,1007.0,53,286.0
,India,Surajpur,Haryana,30.78,76.9,Asia/Kolkata,2023-08-29 10:45,30.1,Sunny,1006.0,56,473.0
,India,Bijapur,Karnataka,16.83,75.7,Asia/Kolkata,2023-08-29 10:45,28.7,Sunny,1010.0,48,612.0
,India,Raipur,Chhattisgarh,21.23,81.63,Asia/Kolkata,2023-08-29 10:45,30.2,Sunny,1007.0,54,299.0
,India,Baloda Bazar,Chhattisgarh,21.67,82.17,Asia/Kolkata,2023-08-29 10:45,30.5,Sunny,1007.0,54,246.0
,India,Balod,Chhattisgarh,20.73,81.2,Asia/Kolkata,2023-08-29 10:45,29.5,Sunny,1007.0,58,327.0
,India,Dhamtari,Chhattisgarh,20.71,81.55,Asia/Kolkata,2023-08-29 10:45,29.5,Sunny,1007.0,58,318.0
,India,Korba,Chhattisgarh,22.35,82.68,Asia/Kolkata,2023-08-29 10:45,30.7,Sunny,1007.0,53,282.0
,India,Raigarh,Chhattisgarh,21.9,83.4,Asia/Kolkata,2023-08-29 10:45,30.6,Sunny,1006.0,54,214.0
,India,Jashpur,Chhattisgarh,22.9,84.15,Asia/Kolkata,2023-08-29 10:45,28.9,Sunny,1007.0,53,765.0
,India,Mahasamund,Chhattisgarh,21.1,82.1,Asia/Kolkata,2023-08-29 10:45,30.2,Sunny,1007.0,54,284.0
,India,Janjgir,Chhattisgarh,22.02,82.57,Asia/Kolkata,2023-08-29 10:45,30.5,Sunny,1007.0,54,273.0
,India,Dehradun,Uttarakhand,30.32,78.03,Asia/Kolkata,2023-08-29 10:45,28.6,Sunny,1006.0,58,656.0
,India,Almora,Uttarakhand,29.62,79.67,Asia/Kolkata,2023-08-29 10:45,26.3,Sunny,1007.0,59,1556.0
,India,Champawat,Uttarakhand,29.33,80.1,Asia/Kolkata,2023-08-29 10:45,27.9,Patchy rain possible,1006.0,63,1601.0
,India,Uttarkashi,Uttarakhand,30.73,78.45,Asia/Kolkata,2023-08-29 10:45,4.0,Sunny,1014.0,48,1145.0
,India,Garhwal,Uttarakhand,29.8,78.62,Asia/Kolkata,2023-08-29 10:45,30.5,Sunny,1005.0,63,854.0
,India,Hardwar,Uttarakhand,29.97,78.17,Asia/Kolkata,2023-08-29 10:45,30.5,Sunny,1005.0,60,366.0
,India,Rudraprayag,Uttarakhand,30.28,78.98,Asia/Kolkata,2023-08-29 10:45,26.1,Sunny,1007.0,64,810.0
,India,Tehri-Garhwal,Uttarakhand,30.38,78.48,Asia/Kolkata,2023-08-29 10:45,23.5,Sunny,1007.0,60,814.0
,India,Bageshwar,Uttarakhand,29.85,79.77,Asia/Kolkata,2023-08-29 10:45,15.2,Sunny,1012.0,63,1055.0
,India,Pithoragarh,Uttarakhand,29.58,80.22,Asia/Kolkata,2023-08-29 10:45,27.9,Patchy rain possible,1006.0,63,1527.0
,India,Chamoli,Uttarakhand,30.4,79.35,Asia/Kolkata,2023-08-29 10:45,13.4,Patchy rain possible,1012.0,65,1217.0
,India,Nagar,Chhattisgarh,23.27,82.45,Asia/Kolkata,2023-08-29 10:45,28.8,Sunny,1007.0,58,547.0
,India,Kannur,Kerala,11.87,75.37,Asia/Kolkata,2023-08-29 10:45,29.6,Sunny,1010.0,66,18.0
,India,Pathanamthitta,Kerala,9.27,76.78,Asia/Kolkata,2023-08-29 10:45,32.8,Partly cloudy,1010.0,50,43.0
,India,Alappuzha,Kerala,9.49,76.33,Asia/Kolkata,2023-08-29 10:45,28.3,Partly cloudy,1011.0,71,10.0
,India,Ernakulam,Kerala,9.98,76.28,Asia/Kolkata,2023-08-29 10:45,31.0,Mist,1010.0,63,8.0
,India,Kollam,Kerala,8.88,76.59,Asia/Kolkata,2023-08-29 10:45,28.6,Sunny,1010.0,69,13.0
,India,Kasaragod,Kerala,12.5,75.0,Asia/Kolkata,2023-08-29 10:45,29.0,Partly cloudy,1011.0,75,2.0
,India,Idukki,Kerala,9.85,76.97,Asia/Kolkata,2023-08-29 10:45,29.7,Partly cloudy,1011.0,53,633.0
,India,Kozhikode,Kerala,11.25,75.77,Asia/Kolkata,2023-08-29 10:45,29.0,Partly cloudy,1010.0,62,0.0
,India,Kottayam,Kerala,9.58,76.52,Asia/Kolkata,2023-08-29 10:45,32.3,Sunny,1010.0,52,8.0
,India,Thrissur,Kerala,10.52,76.22,Asia/Kolkata,2023-08-29 10:45,31.0,Mist,1010.0,63,21.0
,India,Palakkad,Kerala,10.77,76.65,Asia/Kolkata,2023-08-29 10:45,31.0,Partly cloudy,1011.0,52,86.0
,India,Thiruvananthapuram,Kerala,8.51,76.96,Asia/Kolkata,2023-08-29 10:45,30.0,Partly cloudy,1010.0,75,40.0
,India,Malappuram,Kerala,11.07,76.07,Asia/Kolkata,2023-08-29 10:45,29.0,Partly cloudy,1010.0,62,66.0
,India,Kavaratti,Lakshadweep,10.57,72.62,Asia/Kolkata,2023-08-29 10:45,27.6,Partly cloudy,1011.0,79,0.0
,India,Puri District,Orissa,19.8,85.85,Asia/Kolkata,2023-08-29 10:45,32.0,Mist,1005.0,63,0.0
,India,Nadia,West Bengal,23.42,88.37,Asia/Kolkata,2023-08-29 10:45,33.7,Patchy rain possible,1004.0,52,18.0
,India,Murshidabad,West Bengal,24.18,88.27,Asia/Kolkata,2023-08-29 10:45,33.6,Sunny,1004.0,52,23.0
,India,Kolkata,West Bengal,22.57,88.37,Asia/Kolkata,2023-08-29 10:45,34.0,Mist,1004.0,60,9.0
,India,Maldah,West Bengal,25.03,88.15,Asia/Kolkata,2023-08-29 10:45,33.1,Sunny,1004.0,55,23.0
,India,Darjiling,West Bengal,27.03,88.27,Asia/Kolkata,2023-08-29 10:45,21.4,Partly cloudy,1007.0,69,1929.0
,India,Jalpaiguri,West Bengal,26.52,88.73,Asia/Kolkata,2023-08-29 10:45,31.6,Sunny,1004.0,64,84.0
,India,Medinipur,West Bengal,22.43,87.33,Asia/Kolkata,2023-08-29 10:45,33.4,Sunny,1004.0,49,41.0
,India,Haora,West Bengal,22.59,88.31,Asia/Kolkata,2023-08-29 10:45,34.0,Mist,1004.0,60,7.0
,India,Barddhaman,West Bengal,23.24,87.87,Asia/Kolkata,2023-08-29 10:45,33.6,Sunny,1004.0,51,33.0
,India,Bankura,West Bengal,23.25,87.07,Asia/Kolkata,2023-08-29 10:45,33.8,Sunny,1005.0,44,81.0
,India,Puruliya,West Bengal,23.33,86.37,Asia/Kolkata,2023-08-29 10:45,32.3,Sunny,1005.0,48,246.0
,India,Koch Bihar,West Bengal,26.32,89.43,Asia/Kolkata,2023-08-29 10:45,31.5,Patchy rain possible,1004.0,65,43.0
,India,Hugli,West Bengal,22.9,88.4,Asia/Kolkata,2023-08-29 10:45,34.0,Mist,1004.0,60,13.0
,India,Pathankot,Punjab,32.28,75.65,Asia/Kolkata,2023-08-29 10:45,27.3,Patchy rain possible,1006.0,68,331.0
,India,Gurdaspur,Punjab,32.03,75.52,Asia/Kolkata,2023-08-29 10:45,27.3,Patchy rain possible,1006.0,68,251.0
,India,Patiala,Punjab,30.33,76.4,Asia/Kolkata,2023-08-29 10:45,32.1,Sunny,1005.0,53,255.0
,India,Tarn Taran,Punjab,31.45,74.93,Asia/Kolkata,2023-08-29 10:45,29.0,Mist,1005.0,84,231.0
,India,Kapurthala,Punjab,31.38,75.38,Asia/Kolkata,2023-08-29 10:45,29.0,Mist,1005.0,84,232.0
,India,Fatehgarh Sahib,Punjab,30.53,75.72,Asia/Kolkata,2023-08-29 10:45,32.7,Sunny,1005.0,50,241.0
,India,Sangrur,Punjab,30.23,75.83,Asia/Kolkata,2023-08-29 10:45,33.5,Sunny,1005.0,45,235.0
,India,Mansa,Punjab,29.98,75.38,Asia/Kolkata,2023-08-29 10:45,34.4,Sunny,1004.0,41,217.0
,India,Amritsar,Punjab,31.63,74.87,Asia/Kolkata,2023-08-29 10:45,29.0,Mist,1005.0,84,234.0
,India,Faridkot,Punjab,30.67,74.75,Asia/Kolkata,2023-08-29 10:45,34.2,Sunny,1004.0,43,210.0
,India,Ludhiana,Punjab,30.9,75.85,Asia/Kolkata,2023-08-29 10:45,30.4,Patchy rain possible,1005.0,61,250.0
,India,Jalandhar,Punjab,31.33,75.58,Asia/Kolkata,2023-08-29 10:45,30.9,Patchy rain possible,1005.0,59,245.0
,India,Muktsar,Punjab,30.48,74.52,Asia/Kolkata,2023-08-29 10:45,34.5,Sunny,1004.0,42,199.0
,India,Moga,Punjab,30.8,75.17,Asia/Kolkata,2023-08-29 10:45,34.6,Sunny,1004.0,42,219.0
